node	label
10258	2
10259	3
10261	1
10268	2
10273	0
10278	3
10281	2
10283	3
10285	3
10294	0
10295	3
10297	3
10299	3
10300	3
10303	3
10304	2
10314	1
10317	2
10319	2
10329	0
10331	3
10334	0
10335	3
10336	1
10343	1
10345	2
10347	2
10351	3
10354	3
10357	3
10358	3
10361	1
10363	0
10364	0
10371	1
10375	0
10377	0
10378	2
10380	2
10381	0
10383	0
10385	1
10386	0
10387	0
10389	0
10393	2
10396	0
10397	0
10399	0
10401	1
10411	1
10414	0
10416	3
10434	1
10441	1
10470	1
10473	1
10488	3
10495	1
10508	3
10513	3
10529	3
10530	2
10532	0
10533	0
10537	3
10538	3
10539	0
10541	3
10546	3
10549	3
10554	3
10555	2
10556	3
10562	3
10573	1
10614	0
10615	3
10620	0
10622	1
10630	2
10633	0
10636	0
10639	0
10643	0
10647	0
10652	1
10653	3
10657	0
10658	0
10661	0
10667	3
10668	0
10675	2
10679	3
10682	1
10684	1
10692	3
10697	0
10704	0
10705	3
10708	3
10714	1
10716	3
10720	0
10722	0
10723	0
10724	2
10727	3
10730	3
10734	3
10738	3
10745	3
10748	1
10793	3
10799	1
10807	1
10809	3
10817	3
10818	3
10819	3
10824	3
10827	3
10829	3
10833	3
10834	3
10835	3
10836	3
10837	3
10838	3
10842	3
10843	3
10844	3
10849	3
10850	3
10853	3
10854	3
10858	1
10859	3
10863	3
10864	3
10866	3
10869	3
10872	3
10874	3
10876	3
10877	3
10879	3
10880	3
10881	3
10883	3
10884	3
10887	3
10888	3
10889	3
10892	3
10893	3
10904	3
10906	3
10908	3
10909	3
10911	3
10916	3
10920	3
10923	3
10926	3
10930	3
10931	3
10934	3
10935	3
10936	3
10938	3
10941	3
10943	3
10944	3
10948	3
10949	3
10954	3
10956	3
10961	3
10962	3
10964	3
10965	3
10967	3
10969	3
10970	3
10973	3
10974	3
10975	3
10979	3
10980	3
10981	3
10983	3
10984	3
10985	3
10986	3
10987	3
10988	3
10990	3
10991	3
10992	3
10993	3
10995	3
10997	3
11001	3
11002	3
11004	3
11005	3
11006	3
11007	3
11009	3
11010	3
11011	3
11012	3
11017	3
11019	3
11021	3
11023	3
11024	3
11026	3
11030	3
11031	3
11034	3
11035	3
11036	3
11037	3
11041	3
11042	3
11044	3
11045	3
11047	3
11048	3
11050	3
11051	3
11054	3
11056	3
11057	3
11060	3
11062	3
11065	3
11069	3
11073	3
11075	3
11077	3
11078	3
11080	3
11082	3
11085	3
11089	3
11090	3
11092	3
11093	3
11094	3
11095	3
11096	3
11097	3
11099	3
11100	3
11101	3
11102	3
11104	3
11106	3
11108	3
11110	3
11111	3
11113	3
11114	3
11115	3
11117	3
11118	3
11121	3
11122	3
11123	1
11126	3
11127	3
11128	3
11131	3
11132	3
11133	3
11134	3
11136	3
11140	3
11141	3
11142	3
11143	3
11145	3
11147	3
11148	3
11150	3
11151	3
11157	3
11159	3
11160	3
11162	3
11166	3
11168	3
11169	3
11170	3
11171	3
11173	3
11175	3
11177	3
11178	3
11179	3
11180	3
11188	3
11190	3
11193	3
11194	3
11195	3
11197	3
11198	3
11199	3
11200	3
11202	3
11203	3
11204	3
11205	3
11206	3
11210	3
11211	3
11212	3
11214	3
11215	3
11216	3
11217	3
11221	3
11222	3
11225	3
11227	3
11232	3
11233	3
11235	3
11237	3
11238	3
11240	3
11242	3
11243	3
11245	3
11246	3
11248	3
11249	3
11251	3
11252	0
11254	0
11256	0
11262	0
11269	0
11274	0
11281	0
11284	0
11296	0
11299	0
11304	0
11307	0
11310	0
11314	0
11316	0
11317	0
11318	0
11326	0
11332	0
11347	0
11357	0
11367	0
11381	0
11386	0
11399	0
11400	0
11408	0
11413	0
11414	0
11415	0
11418	0
11420	0
11425	0
11427	0
11429	0
11435	0
11443	0
11448	0
11458	0
11461	0
11462	0
11463	0
11464	0
11466	1
11467	0
11470	0
11471	0
11473	0
11481	0
11491	0
11492	0
11494	0
11495	0
11499	0
11501	0
11502	0
11504	0
11508	0
11509	0
11510	0
11517	0
11528	0
11538	0
11539	0
11543	0
11546	0
11548	1
11550	0
11558	0
11559	0
11560	0
11566	0
11567	0
11573	0
11580	0
11581	0
11582	0
11604	0
11621	0
11622	0
11650	1
11653	0
11655	0
11657	0
11659	3
11660	0
11662	1
11671	2
11673	3
11675	3
11676	1
11677	2
11683	1
11684	1
11686	2
11687	2
11690	1
11696	2
11698	2
11699	2
11701	2
11706	2
11712	3
11714	2
11716	2
11717	2
11718	1
11723	1
11730	0
11741	1
11744	0
11746	2
11748	2
11752	1
11754	1
11757	2
11760	0
11765	2
11767	2
11769	1
11775	1
11778	0
11779	1
11785	0
11787	0
11788	0
11794	0
11799	0
11802	0
11807	0
11811	0
11812	0
11823	0
11824	0
11825	0
11827	0
11828	0
11839	0
11848	0
11851	0
11853	0
11861	0
11864	0
11865	0
11875	0
11877	0
11884	0
11885	0
11895	0
11896	0
11908	0
11909	0
11914	0
11919	0
11923	0
11930	0
11934	0
11935	0
11938	0
11941	0
11946	0
11949	0
11951	0
11954	0
11955	0
11956	0
11957	0
11959	0
11960	0
11961	0
11966	0
11967	0
11975	0
11979	0
11982	0
11983	0
11985	0
11990	0
11992	0
11995	0
11996	0
11997	0
11998	0
11999	0
12006	0
12007	0
12008	0
12009	0
12010	0
12018	0
12022	0
12023	0
12024	0
12032	0
12041	0
12045	0
12053	0
12054	0
12055	0
12056	0
12059	0
12063	0
12066	0
12072	0
12084	0
12085	0
12086	0
12113	2
12118	2
12125	2
12127	2
12128	2
12131	2
12136	3
12145	1
12147	2
12153	3
12154	2
12156	2
12158	2
12160	2
12163	0
12164	2
12167	2
12171	3
12173	3
12176	3
12177	2
12179	0
12256	3
12258	1
12261	2
12265	1
12270	2
12277	0
12284	1
12285	3
12286	2
12291	2
12294	0
12296	1
12302	3
12310	2
12314	1
12320	2
12322	0
12323	1
12335	3
12336	0
12337	0
12340	2
12341	2
12343	0
12345	2
12346	2
12347	1
12352	2
12355	3
12357	2
12359	2
12362	0
12364	2
12367	2
12368	2
12377	2
12381	1
12383	2
12384	2
12385	2
12386	0
12391	2
12399	3
12401	3
12404	3
12405	3
12408	3
12411	3
12412	1
12415	3
12416	3
12418	3
12422	3
12428	3
12429	3
12431	2
12434	3
12435	3
12436	1
12439	3
12441	3
12444	3
12447	3
12469	3
12471	1
12473	2
12475	2
12481	1
12486	0
12488	2
12490	0
12493	0
12495	2
12503	0
12504	0
12509	0
12512	1
12517	2
12519	3
12522	0
12523	0
12531	3
12543	2
12545	2
12547	2
12549	2
12552	2
12553	2
12556	1
12564	2
12569	2
12572	1
12573	2
12575	3
12576	2
12580	2
12582	2
12585	1
12588	1
12590	1
12592	1
12595	1
12598	1
12605	2
12607	1
12610	3
12621	1
12625	0
12631	2
12637	0
12642	0
12654	0
12660	1
12661	3
12665	2
12666	3
12667	3
12672	2
12680	1
12683	1
12696	1
12698	2
12701	1
12703	3
12706	3
12707	3
12710	1
12712	3
12713	3
12719	3
12725	3
12728	3
12734	0
12737	3
12739	3
12740	3
12743	2
12745	3
12746	2
12747	3
12748	3
12751	3
12752	3
12753	3
12755	3
12757	3
12758	0
12763	2
12764	2
12775	0
12776	0
12777	0
12779	1
12785	0
12790	3
12793	0
12794	3
12795	0
12796	0
12797	0
12800	0
12810	0
12813	0
12815	0
12821	1
12822	3
12823	0
12826	1
12827	1
12830	1
12831	1
12834	1
12835	1
12836	2
12839	2
12840	1
12846	1
12847	3
12849	1
12853	1
12866	3
12877	0
12881	1
12888	1
12890	2
12892	0
12897	0
12898	2
12903	0
12906	1
12909	3
12911	0
12912	0
12918	1
12930	0
12943	1
12945	0
12947	0
12960	3
12961	3
12962	0
12965	3
12967	0
12968	0
12976	0
12979	3
12982	1
12983	1
12987	3
12995	3
12996	3
12998	0
12999	0
13002	1
13010	1
13012	3
13013	3
13014	1
13022	1
13025	3
13035	1
13036	0
13041	3
13044	0
13045	0
13047	3
13049	3
13057	2
13060	0
13062	1
13066	3
13069	3
13071	0
13074	0
13075	3
13082	0
13086	1
13088	2
13092	0
13094	3
13097	0
13098	0
13101	0
13107	0
13116	0
13117	0
13120	1
13121	1
13126	0
13130	3
13131	3
13137	0
13140	2
13143	0
13145	1
13153	3
13158	2
13160	1
13168	0
13169	0
13173	0
13174	0
13188	1
13190	0
13193	3
13198	0
13203	0
13206	0
13207	0
13214	0
13216	3
13222	0
13228	0
13231	3
13235	3
13236	0
13239	3
13245	0
13247	3
13255	3
13257	2
13263	1
13269	3
13270	0
13271	0
13274	0
13275	2
13276	1
13278	2
13281	1
13289	1
13294	1
13306	2
13313	1
13317	3
13332	3
13337	1
13338	1
13341	1
13342	0
13343	0
13345	1
13346	0
13350	0
13359	1
13363	1
13365	1
13367	0
13377	2
13386	1
13389	1
13390	1
13395	1
13397	1
13400	2
13402	3
13403	2
13413	2
13414	1
13415	1
13416	0
13423	1
13434	1
13435	3
13442	3
13445	3
13456	0
13458	0
13464	0
13467	3
13471	0
13473	0
13478	3
13479	2
13488	1
13492	3
13501	2
13503	2
13504	2
13507	0
13510	0
13512	0
13513	0
13514	0
13517	0
13518	0
13520	0
13527	0
13530	0
13531	0
13532	0
13534	3
13535	0
13537	0
13538	0
13542	0
13544	0
13546	0
13549	0
13555	1
13557	3
13571	0
13574	0
13581	0
13582	3
13585	0
13589	0
13596	0
13598	0
13604	0
13605	0
13607	0
13614	3
13615	3
13617	0
13619	0
13626	0
13628	0
13630	0
13636	0
13637	0
13638	0
13642	0
13644	0
13646	0
13647	0
13648	0
13649	0
13650	0
13651	0
13653	0
13654	0
13658	1
13659	0
13667	0
13668	0
13669	1
13674	1
13675	0
13677	1
13679	0
13682	3
13683	1
13684	1
13686	1
13689	2
13692	0
13693	1
13694	1
13695	1
13699	1
13700	2
13701	1
13704	1
13707	3
13709	1
13711	1
13712	1
13717	2
13721	0
13725	0
13727	2
13728	2
13732	0
13736	1
13743	2
13748	0
13749	2
13750	1
13751	0
13752	1
13753	3
13755	0
13758	0
13759	0
13760	0
13763	2
13767	0
13769	3
13771	1
13778	0
13779	2
13780	0
13783	0
13785	0
13786	0
13788	0
13798	3
13810	2
13813	1
13814	3
13815	2
13818	0
13820	0
13823	3
13826	0
13829	0
13851	0
13852	0
13855	0
13856	0
13857	3
13859	0
13861	1
13862	0
13863	1
13868	0
13871	1
13872	0
13874	0
13875	0
13876	0
13879	0
13880	0
13881	0
13892	3
13902	0
13903	1
13912	1
13917	0
13922	0
13923	0
13925	0
13927	3
13928	0
13929	0
13930	0
13932	1
13933	3
13934	0
13935	0
13945	0
13949	0
13951	0
13953	0
13954	0
13955	0
13958	3
13959	0
13960	0
13961	0
13964	1
13965	1
13977	0
13978	0
13979	1
13981	0
13983	0
13988	0
13989	0
13991	0
13992	0
13995	0
13999	0
14000	0
14012	3
14013	0
14014	3
14016	0
14017	0
14023	0
14028	0
14029	0
14032	0
14033	0
14041	0
14043	3
14044	3
14048	0
14052	0
14056	0
14057	1
14062	3
14065	3
14073	1
14074	3
14076	0
14079	0
14081	0
14083	1
14089	3
14090	0
14095	0
14096	2
14097	0
14099	2
14103	2
14104	0
14108	0
14109	1
14115	2
14122	0
14123	2
14124	3
14126	2
14131	1
14138	1
14139	1
14140	0
14148	2
14151	3
14152	0
14153	1
14163	3
14166	2
14167	1
14170	0
14172	0
14175	0
14186	0
14191	0
14195	0
14207	0
14208	0
14216	0
14221	3
14222	1
14225	0
14232	0
14243	0
14247	3
14258	0
14260	0
14268	0
14274	3
14279	1
14282	1
14284	1
14295	1
14298	2
14306	0
14315	1
14318	0
14319	0
14323	0
14325	3
14329	0
14332	3
14334	0
14338	0
14340	0
14353	3
14354	0
14355	3
14357	0
14358	2
14360	0
14362	0
14363	1
14366	0
14371	0
14374	3
14375	3
14380	0
14381	0
14386	0
14392	0
14403	0
14405	1
14409	0
14416	3
14423	0
14429	0
14431	3
14433	0
14434	1
14445	1
14446	0
14448	1
14451	1
14452	1
14453	1
14456	1
14460	1
14464	2
14468	0
